ID,Name,Founded_Year,Country,Studio_Type,Replay_Rate,Years_Active,Maturity_Level
3252,Tequila Works,2010,United States,Indie,0.485,15,Established
3253,Terminal Reality,1993,Sweden,Indie,0.329,32,Veteran
3254,Terminal Software,1978,United Kingdom,Indie,0.422,47,Veteran
3255,Terraglyph Interactive Studios,1994,United Kingdom,Indie,0.323,31,Veteran
3256,Terri Vellmann,2003,United Kingdom,AAA,0.928,22,Established
3257,Terrible Posture Games,2009,China,Mobile,0.68,16,Established
3258,Terrible Toybox,2015,United States,Indie,0.792,10,Emerging
3259,Terry Cavanagh,1996,Japan,Mid-tier,0.517,29,Established
3260,Tessera Studios,2018,United States,Indie,0.623,7,Emerging
3261,Test3 Projects,2009,Sweden,Indie,0.795,16,Established
3262,Tetraedge Games,2007,Sweden,Indie,0.676,18,Established
3263,Tetragon,2014,Japan,Mid-tier,0.768,11,Emerging
3264,Texas Instruments Incorporated,1978,Finland,Indie,0.427,47,Veteran
3265,Teyon,2008,United Kingdom,Indie,0.443,17,Established
3266,Thalion Software,1986,Canada,Indie,0.351,39,Veteran
3267,ThatGameCompany,2015,Canada,Indie,0.503,10,Emerging
3268,ThatWhichIs Media,1989,Japan,AAA,0.901,36,Veteran
3269,The 3DO Company,1995,Finland,Indie,0.362,30,Veteran
3270,The Assembly Line,1986,Canada,Indie,0.478,39,Veteran
3271,The Astronauts,2013,Canada,Indie,0.554,12,Emerging
3272,The Balance,2013,United Kingdom,Indie,0.569,12,Emerging
3273,The Bartlet Jones Supernatural Detective Agency,1991,United Kingdom,Mid-tier,0.737,34,Veteran
3274,The Bearded Ladies,2017,Finland,Indie,0.781,8,Emerging
3275,The Behemoth,2004,United States,Indie,0.412,21,Established
3276,The Bitmap Brothers,1987,United Kingdom,Indie,0.344,38,Veteran
3277,The Brotherhood Games,2015,Finland,Mobile,0.668,10,Emerging
3278,The Bruce Artwick Organization,1992,United States,Indie,0.686,33,Veteran
3279,The Chinese Room,2008,Canada,Indie,0.658,17,Established
3280,The Coalition,2013,Sweden,Indie,0.466,12,Emerging
3281,The Code Monkeys,1989,United States,Indie,0.398,36,Veteran
3282,The Collective,1999,United States,Indie,0.51,26,Established
3283,The Creative Assembly,1995,Germany,Mid-tier,0.793,30,Veteran
3284,The Digital Lounge,2001,Sweden,Indie,0.728,24,Established
3285,The Digital Village,1995,Finland,Indie,0.74,30,Veteran
3286,The Dreamers Guild,1993,Canada,Indie,0.682,32,Veteran
3287,The Edge,1988,United Kingdom,Indie,0.505,37,Veteran
3288,The Farm 51,2004,United States,Indie,0.514,21,Established
3289,The Fizz Factor,2001,Canada,Indie,0.497,24,Established
3290,The Frontier Team,2020,United States,Indie,0.268,5,Emerging
3291,The Fun Pimps,2011,Finland,Indie,0.611,14,Emerging
3292,The Game Band,2019,United States,Indie,0.696,6,Emerging
3293,The Game Designers Studio,2002,Sweden,Indie,0.741,23,Established
3294,The Game Factory,2004,Germany,Mid-tier,0.785,21,Established
3295,The Gentlebros,2015,United Kingdom,Indie,0.418,10,Emerging
3296,The Indie Stone,2009,Sweden,Indie,0.797,16,Established
3297,The Learning Company,1980,United Kingdom,Indie,0.375,45,Veteran
3298,The Logic Factory,1992,Sweden,Indie,0.363,33,Veteran
3299,The Man Breeze,2006,Germany,Mid-tier,0.768,19,Established
3300,The Mighty Troglodytes,2003,Canada,Indie,0.447,22,Established
3301,The Molasses Flood,2000,Sweden,Indie,0.671,25,Established
3302,The MultiMedia Corporation plc,1995,United Kingdom,Indie,0.627,30,Veteran
3303,The Neverhood,2016,Finland,Indie,0.626,9,Emerging
3304,The Oliver Twins,1984,United Kingdom,Indie,0.366,41,Veteran
3305,The Pokémon Company,1975,United Kingdom,AAA,0.758,50,Veteran
3306,The Pokémon Company International,2020,Sweden,Indie,0.356,5,Emerging
3307,The Quinnspiracy,2005,United Kingdom,Indie,0.576,20,Established
3308,The Sales Curve,2015,United States,Mid-tier,0.504,10,Emerging
3309,The Software Toolworks,1989,Finland,Indie,0.24,36,Veteran
3310,The Wandering Ben,2013,Canada,Indie,0.337,12,Emerging
3311,The Warp Factory,1989,United States,Indie,0.805,36,Veteran
3312,The Whole Experience,2001,United Kingdom,Indie,0.748,24,Established
3313,The Wild Gentlemen,2018,United Kingdom,Indie,0.465,7,Emerging
3314,TheMeatly Games,2011,United Kingdom,Mid-tier,0.818,14,Emerging
3315,TheRoboZ,2019,Finland,Indie,0.798,6,Emerging
3316,The_Uber_Camper,2018,United Kingdom,Indie,0.358,7,Emerging
3317,Thekla,2019,Canada,Indie,0.326,6,Emerging
3318,Thing Trunk,2014,Finland,Indie,0.397,11,Emerging
3319,Think & Feel,2011,United States,Mobile,0.543,14,Emerging
3320,Thinking Rabbit,2003,United Kingdom,Mobile,0.371,22,Established
3321,ThinkingStars,2003,United Kingdom,Mobile,0.486,22,Established
3322,Third Law Interactive,1997,United Kingdom,Indie,0.711,28,Established
3323,Thomas Bowker,2012,Germany,Mid-tier,0.722,13,Emerging
3324,Thomas Happ Games,2011,South Korea,Mobile,0.707,14,Emerging
3325,Thorium,2016,Finland,Indie,0.385,9,Emerging
3326,Those Awesome Guys,2011,Finland,Indie,0.585,14,Emerging
3327,Three Fields Entertainment,2015,United States,Indie,0.73,10,Emerging
3328,Three One Zero,2014,Sweden,Indie,0.813,11,Emerging
3329,ThroughLine Games,2017,China,Mobile,0.524,8,Emerging
3330,Thunder Lotus,2010,Canada,Indie,0.509,15,Established
3331,Thunderful,2019,United States,Indie,0.408,6,Emerging
3332,TiJayFLY,2018,United States,Indie,0.737,7,Emerging
3333,TiMi Studio Group,2021,United Kingdom,Indie,0.653,4,Emerging
3334,Tierra Entertainment,1998,United States,Indie,0.73,27,Established
3335,Tiertex,1998,United Kingdom,Indie,0.823,27,Established
3336,Tiertex Design Studios,1988,United Kingdom,Indie,0.337,37,Veteran
3337,Tiger Electronics,1986,United States,Indie,0.384,39,Veteran
3338,Tiger Hill Entertainment,1986,Canada,AAA,0.851,39,Veteran
3339,Tiger and Squid,2014,Sweden,Indie,0.444,11,Emerging
3340,Tigon Studios,2006,Sweden,Indie,0.333,19,Established
3341,TikGames,2009,United States,Mobile,0.558,16,Established
3342,Tilted Mill Entertainment,2004,Canada,Indie,0.314,21,Established
3343,Time Warner Interactive,1990,Sweden,Indie,0.67,35,Veteran
3344,Time Warp Productions,1982,Finland,Indie,0.794,43,Veteran
3345,TimeGate Studios,2000,Finland,Indie,0.731,25,Established
3346,Timelock Studio,2010,Sweden,Indie,0.739,15,Established
3347,Timi,1988,Germany,Mid-tier,0.712,37,Veteran
3348,Tindalos Interactive,2015,Sweden,Indie,0.682,10,Emerging
3349,Tinogames,2017,Japan,Mobile,0.437,8,Emerging
3350,Tiny Rebel Games,2017,Finland,Indie,0.772,8,Emerging
3351,TinyCo,2012,Sweden,Indie,0.636,13,Emerging
3352,Titan Computer,1999,Finland,Indie,0.709,26,Established
3353,Titan Forge Games,2012,United States,Mobile,0.424,13,Emerging
3354,Titanium Studios,2012,Canada,Indie,0.597,13,Emerging
3355,Titus France,1995,United Kingdom,Indie,0.321,30,Veteran
3356,Titus Interactive,1989,United States,Indie,0.633,36,Veteran
3357,Titus Software,1997,Finland,Indie,0.518,28,Established
3358,Toadman Interactive,2016,United States,Indie,0.514,9,Emerging
3359,Toaplan,1985,United States,Indie,0.743,40,Veteran
3360,Toca Boca,2013,Sweden,Indie,0.423,12,Emerging
3361,ToeJam & Earl Productions,1982,Japan,AAA,0.926,43,Veteran
3362,Toffee Games,2013,Finland,Mobile,0.682,12,Emerging
3363,Toge Productions,2011,Sweden,Indie,0.66,14,Emerging
3364,Tokyo Design Center,1986,United Kingdom,Indie,0.85,39,Veteran
3365,Tokyo Electron,1993,Sweden,Indie,0.762,32,Veteran
3366,Tokyo RPG Factory,2011,United States,Indie,0.48,14,Emerging
3367,Tom Create,1993,United Kingdom,Indie,0.748,32,Veteran
3368,Tom Scripts,1999,Canada,Indie,0.203,26,Established
3369,Tommo Inc,1985,United Kingdom,Mid-tier,0.752,40,Veteran
3370,Tomy,2003,Canada,Indie,0.308,22,Established
3371,Too Kyo Games,1998,United Kingdom,Mid-tier,0.814,27,Established
3372,Top Heavy Studios,2001,Sweden,Indie,0.64,24,Established
3373,TopWare Interactive,1994,Canada,Indie,0.517,31,Veteran
3374,Torn Banner Studios,2011,United Kingdom,Indie,0.488,14,Emerging
3375,Torpor Games,2017,United States,Mobile,0.563,8,Emerging
3376,Torus Games,1993,Japan,Mobile,0.458,32,Veteran
3377,Tose,1983,United Kingdom,Indie,0.513,42,Veteran
3378,Toster12D3,2012,United States,Indie,0.612,13,Emerging
3379,Totally Games,1992,Finland,Mobile,0.773,33,Veteran
3380,Touch Autism,2011,United Kingdom,Indie,0.464,14,Emerging
3381,Touchscreen Media Group,1983,United States,AAA,0.727,42,Veteran
3382,Tower Studios,2000,United States,Indie,0.657,25,Established
3383,Toxic Games,2011,China,Mobile,0.487,14,Emerging
3384,Toy Box Studios,2010,Canada,Indie,0.384,15,Established
3385,ToyBox,2019,Finland,Indie,0.719,6,Emerging
3386,Toybox Inc.,2015,United States,Mid-tier,0.563,10,Emerging
3387,Toylogic,2008,Canada,Indie,0.623,17,Established
3388,Toys for Bob,1986,Japan,Mid-tier,0.556,39,Veteran
3389,Tozai Games,2011,Sweden,Indie,0.366,14,Emerging
3390,Tracktwenty,2012,Finland,Indie,0.565,13,Emerging
3391,Traffic Software,1999,Finland,Indie,0.34,26,Established
3392,Tranji Studios,2000,Canada,Indie,0.439,25,Established
3393,TransGaming Inc.,1998,United States,AAA,0.879,27,Established
3394,TransGaming Technologies,1999,United States,Mid-tier,0.57,26,Established
3395,Transmission Games,2006,South Korea,Mobile,0.483,19,Established
3396,Trass,2012,Sweden,Indie,0.339,13,Emerging
3397,Traveller's Tales,1990,France,AAA,0.9,35,Veteran
3398,Treasure,1989,Sweden,Indie,0.776,36,Veteran
3399,Trendy Entertainment,2010,Finland,Indie,0.361,15,Established
3400,Treyarch,1997,United States,Indie,0.4,28,Established
3401,Triangle Studios,2010,Finland,Indie,0.306,15,Established
3402,Tribeca Interactive,1992,Finland,Indie,0.395,33,Veteran
3403,Tribute Games,2011,South Korea,Mobile,0.583,14,Emerging
3404,Trilobyte,1991,Finland,Indie,0.434,34,Veteran
3405,Trine Games,2006,United States,Mobile,0.779,19,Established
3406,Trinity Team,2015,United Kingdom,Indie,0.392,10,Emerging
3407,Trinket Studios,2012,Sweden,Indie,0.458,13,Emerging
3408,Trion Worlds,2010,Finland,Indie,0.782,15,Established
3409,Tripartible,2006,Germany,Mid-tier,0.559,19,Established
3410,Tripod Studio,2014,United Kingdom,Indie,0.315,11,Emerging
3411,Tripper Room,1987,United Kingdom,Mid-tier,0.595,38,Veteran
3412,Triptych Games,2006,Japan,Mobile,0.68,19,Established
3413,Tripwire Interactive,2007,United Kingdom,Indie,0.385,18,Established
3414,Triternion,2018,United Kingdom,Indie,0.573,7,Emerging
3415,Triumph Studios,1997,Finland,Indie,0.381,28,Established
3416,Troika Games,1998,United States,Mobile,0.738,27,Established
3417,Tsunami Media,1990,Finland,Indie,0.403,35,Veteran
3418,Tsunami Visual Technologies,2002,Sweden,Indie,0.529,23,Established
3419,Tuckersoft,2017,United States,Indie,0.44,8,Emerging
3420,Tunnel Vision Games,2019,Japan,Mobile,0.556,6,Emerging
3421,Tuque Games,2015,South Korea,Mobile,0.404,10,Emerging
3422,Turbine,1994,Canada,Indie,0.62,31,Veteran
3423,Turmoil Games,2014,China,Mobile,0.658,11,Emerging
3424,Turn 10 Studios,2005,United States,Indie,0.358,20,Established
3425,Turtle Rock Studios,2010,Canada,Indie,0.34,15,Established
3426,Tuxedo Labs,2017,United Kingdom,Indie,0.786,8,Emerging
3427,Twice Different,2010,Finland,Mobile,0.491,15,Established
3428,Twilight,2001,France,AAA,0.727,24,Established
3429,Twilight Frontier,2012,United States,Indie,0.478,13,Emerging
3430,Twinbeard Studios,2009,Finland,Indie,0.526,16,Established
3431,Twisted Pixel,2004,Finland,Indie,0.582,21,Established
3432,Twisted Pixel Games,2009,China,Mobile,0.475,16,Established
3433,Two Point Studios,2018,Sweden,Indie,0.659,7,Emerging
3434,Two Tribes,2012,Canada,Indie,0.7,13,Emerging
3435,Two Tribes B.V.,1977,United Kingdom,AAA,0.901,48,Veteran
3436,Tycoon,1996,United States,Indie,0.691,29,Established
3437,Tynesoft,1989,Finland,Indie,0.563,36,Veteran
3438,Typhoon Studios,2017,Finland,Indie,0.577,8,Emerging
3439,U-Play online,2012,United Kingdom,Indie,0.462,13,Emerging
3440,U.S. Army,2014,Sweden,Indie,0.349,11,Emerging
3441,UA Limited,1982,United Kingdom,Indie,0.618,43,Veteran
3442,UEP Systems,1993,Sweden,Indie,0.784,32,Veteran
3443,UNSTOP4BLE,2000,Canada,Indie,0.683,25,Established
3444,UPL,1982,Finland,Indie,0.684,43,Veteran
3445,USC Game Innovation Lab,2015,Canada,Indie,0.736,10,Emerging
3446,Uber Entertainment,2009,United States,Indie,0.554,16,Established
3447,Ubi Soft Studios SRL,1998,United Kingdom,Indie,0.758,27,Established
3448,Ubisoft Annecy,1986,France,AAA,0.829,39,Veteran
3449,Ubisoft Barcelona,1986,France,AAA,0.711,39,Veteran
3450,Ubisoft Blue Byte,1986,France,AAA,0.925,39,Veteran
3451,Ubisoft Bucharest,1986,France,AAA,0.847,39,Veteran
3452,Ubisoft Casablanca,1986,France,AAA,0.812,39,Veteran
3453,Ubisoft Chengdu,1986,France,AAA,0.825,39,Veteran
3454,Ubisoft Entertainment,1986,France,AAA,0.95,39,Veteran
3455,Ubisoft Kyiv,1986,France,AAA,0.888,39,Veteran
3456,Ubisoft Milan,1986,France,AAA,0.803,39,Veteran
3457,Ubisoft Montpellier,1986,France,AAA,0.781,39,Veteran
3458,Ubisoft Montreal,1986,France,AAA,0.792,39,Veteran
3459,Ubisoft Nadeo,1986,France,AAA,0.919,39,Veteran
3460,Ubisoft Osaka,1986,France,AAA,0.828,39,Veteran
3461,Ubisoft Paris,1986,France,AAA,0.761,39,Veteran
3462,Ubisoft Pune,1986,France,AAA,0.767,39,Veteran
3463,Ubisoft Québec,1986,France,AAA,0.884,39,Veteran
3464,Ubisoft Reflections,1986,France,AAA,0.9,39,Veteran
3465,Ubisoft San Francisco,1986,France,AAA,0.828,39,Veteran
3466,Ubisoft Sao Paulo,1986,France,AAA,0.923,39,Veteran
3467,Ubisoft Shanghai,1986,France,AAA,0.752,39,Veteran
3468,Ubisoft Singapore,1986,France,AAA,0.775,39,Veteran
3469,Ubisoft Sofia,1986,France,AAA,0.922,39,Veteran
3470,Ubisoft Toronto,1986,France,AAA,0.795,39,Veteran
3471,Ukiyotei,1990,Canada,Indie,0.407,35,Veteran
3472,Ultimation,1988,United States,AAA,0.722,37,Veteran
3473,Ume Soft,2012,United Kingdom,Indie,0.454,13,Emerging
3474,Undead Labs,2008,United Kingdom,Indie,0.66,17,Established
3475,Underground Development,2004,France,Mid-tier,0.75,21,Established
3476,Undertow Games,2011,South Korea,Mobile,0.664,14,Emerging
3477,Unexpected Development,1988,Canada,AAA,0.703,37,Veteran
3478,Unfold Games,2015,China,Mobile,0.599,10,Emerging
3479,Unique Development Studios,1995,Sweden,Indie,0.795,30,Veteran
3480,United Front Games,2005,China,Mobile,0.768,20,Established
3481,United Game Artists,1999,Finland,Indie,0.745,26,Established
3482,United Independent Entertainment GmbH,2006,United States,Mid-tier,0.748,19,Established
3483,United Pixtures,1992,United States,Indie,0.547,33,Veteran
3484,Universal Co.,1992,France,AAA,0.769,33,Veteran
3485,Universal Interactive Studios,1993,United States,Indie,0.38,32,Veteran
3486,University of Warwick,1995,United States,Mid-tier,0.665,30,Veteran
3487,Universomo,2004,Sweden,Indie,0.361,21,Established
3488,Unknown Worlds Entertainment,2017,Finland,Indie,0.527,8,Emerging
3489,Unlimina Software,2019,United States,Indie,0.747,6,Emerging
3490,Uppercut Games,2013,United States,Mobile,0.447,12,Emerging
3491,Ustwo Games,2018,Finland,Mobile,0.827,7,Emerging
3492,VIS - Visual Imagination Software,2009,United States,Indie,0.596,16,Established
3493,VIS Entertainment,2001,Canada,Indie,0.722,24,Established
3494,VOID Interactive,2017,Canada,Indie,0.827,8,Emerging
3495,VR1 Entertainment,1998,United Kingdom,Indie,0.274,27,Established
3496,VRKiwi,2017,Finland,Indie,0.413,8,Emerging
3497,VRWERX,2014,Canada,Indie,0.698,11,Emerging
3498,VSS,2012,Finland,Indie,0.479,13,Emerging
3499,VTech,2003,Finland,Indie,0.544,22,Established
3500,Vaclav Hudec,2015,United States,Indie,0.712,10,Emerging
3501,Vagabond Dog,2016,Sweden,Indie,0.547,9,Emerging
3502,Valhalla Game Studios,2013,United Kingdom,Indie,0.531,12,Emerging
3503,Valkyrie Studios,1997,Canada,Indie,0.551,28,Established
3504,ValuSoft,2009,Canada,Indie,0.854,16,Established
3505,Value Wave,2006,United States,Mobile,0.611,19,Established
3506,Valve,1996,United States,AAA,0.9,29,Established
3507,Vanguard Entertainment,1982,France,AAA,0.746,43,Veteran
3508,Vanillaware,2004,Canada,Indie,0.765,21,Established
3509,Vanimals Games,2019,United States,Mobile,0.734,6,Emerging
3510,Vankrupt Games,2012,Japan,Mobile,0.807,13,Emerging
3511,Vanpool,2001,United States,Indie,0.38,24,Established
3512,Vanripper,2016,Finland,Indie,0.712,9,Emerging
3513,Variable State,2012,United Kingdom,Indie,0.764,13,Emerging
3514,Varsav Game Studios,2014,United Kingdom,Indie,0.749,11,Emerging
3515,Vast Fame,2001,Sweden,Indie,0.814,24,Established
3516,Vatra Games,2007,China,Mobile,0.482,18,Established
3517,Vblank Entertainment,2007,United Kingdom,Indie,0.54,18,Established
3518,Vector Unit,2005,Sweden,Indie,0.705,20,Established
3519,Vectordean,2005,United States,Mid-tier,0.814,20,Established
3520,Vectordyne Games,2018,United States,Mobile,0.783,7,Emerging
3521,Velan Studios,2021,Finland,Indie,0.761,4,Emerging
3522,Venom Games,2007,Finland,Mobile,0.457,18,Established
3523,Veronika Orfeeva,2020,Canada,Indie,0.653,5,Emerging
3524,Vertigo Games,2013,Finland,Mobile,0.759,12,Emerging
3525,Vertigo Gaming,2016,Finland,Indie,0.695,9,Emerging
3526,Viacom New Media,1991,Canada,Indie,0.762,34,Veteran
3527,Vic Tokai,1987,Sweden,Indie,0.682,38,Veteran
3528,Vicarious Visions,2000,Finland,Indie,0.592,25,Established
3529,Vicious Cycle Software,1999,Sweden,Indie,0.784,26,Established
3530,Victor Interactive Software,1996,United States,Indie,0.654,29,Established
3531,Vid Kidz,1979,Finland,Indie,0.508,46,Veteran
3532,Videlectrix,1999,Canada,Indie,0.479,26,Established
3533,Video System,1982,United Kingdom,Indie,0.334,43,Veteran
3534,Videocult,2016,Sweden,Indie,0.672,9,Emerging
3535,Vigil Games,2008,China,Mobile,0.757,17,Established
3536,Villa Gorilla,2016,United States,Indie,0.47,9,Emerging
3537,Virgin Games,1988,South Korea,Mobile,0.515,37,Veteran
3538,Virgin Interactive Entertainment,1990,Canada,Indie,0.524,35,Veteran
3539,Virtual Programming,2010,Japan,Mid-tier,0.698,15,Established
3540,Virtual Toys,2001,United Kingdom,Indie,0.65,24,Established
3541,Virtual X-citement,1993,Canada,Indie,0.559,32,Veteran
3542,Virtucraft,2000,United States,Indie,0.599,25,Established
3543,Virtuos,2000,Finland,Indie,0.418,25,Established
3544,Visceral Games,2007,Finland,Mobile,0.726,18,Established
3545,Visco,1986,Finland,Indie,0.674,39,Veteran
3546,Vision Media Engineering,1997,United States,Indie,0.599,28,Established
3547,Vision Scape Interactive,1997,United Kingdom,Indie,0.494,28,Established
3548,Visual Concepts,1988,Sweden,Indie,0.536,37,Veteran
3549,Visual Impact,2000,Finland,Indie,0.363,25,Established
3550,Visual Science,1996,Sweden,Indie,0.331,29,Established
3551,Vitamin Games,2014,South Korea,Mobile,0.791,11,Emerging
3552,Vitei,2000,United Kingdom,Indie,0.489,25,Established
3553,Vivarium,1994,United States,Indie,0.622,31,Veteran
3554,Vivendi Universal,1999,United States,Indie,0.7,26,Established
3555,Vivendi Universal Games,2001,Japan,Mobile,0.602,24,Established
3556,Vivid Image,1987,Canada,Indie,0.686,38,Veteran
3557,Vlambeer,2009,United Kingdom,Indie,0.678,16,Established
3558,Voidpoint,2018,United States,Indie,0.441,7,Emerging
3559,Volatile Games,2002,China,Mobile,0.46,23,Established
3560,Volition,1997,Germany,Mid-tier,0.847,28,Established
3561,WARP,1993,Finland,Indie,0.575,32,Veteran
3562,WB Games,2001,South Korea,Mobile,0.734,24,Established
3563,WB Games Montréal,2012,Sweden,Indie,0.725,13,Emerging
3564,WB Games San Francisco,2015,Canada,Indie,0.637,10,Emerging
3565,WJS Design,2000,France,Mid-tier,0.774,25,Established
3566,WOW Entertainment,1997,United States,Indie,0.809,28,Established
3567,Wadjet Eye Games,2004,Japan,Mobile,0.511,21,Established
3568,Wahoo Studios Inc.,2018,United States,Indie,0.46,7,Emerging
3569,Wales Interactive,2012,United States,Indie,0.545,13,Emerging
